fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,bound_sulfur_dioxide,quality_class
7.6,0.3,0.38,2.1,0.043,10,0.99296,3.17,0.65,11,88,0
6.1,0.21,0.38,1.5,0.039,37,0.98972,3.2,0.43,12,85,1
6.5,0.33,0.38,2.5,0.047,30,0.98964,3.17,0.43,12.7,118,1
6.3,0.35,0.26,17.6,0.061,59,0.99918,3.11,0.49,8.8,139,0
6.3,0.17,0.32,4.2,0.04,37,0.99182,3.24,0.43,11.3,80,1
6.6,0.25,0.35,2.9,0.034,38,0.99008,3.19,0.4,12.8,83,1
6.5,0.16,0.33,4.8,0.043,45,0.992,3.18,0.44,11.2,69,1
6.6,0.39,0.39,11.9,0.057,51,0.99851,3.26,0.51,8.9,170,1
5.6,0.19,0.27,0.9,0.04,52,0.99026,3.5,0.39,11.2,51,0
6.2,0.25,0.39,1.3,0.051,42,0.9906,3.23,0.4,11.1,93,1
6.9,0.22,0.43,6.4,0.042,34,0.99293,3.05,0.51,10.8,81,1
6.2,0.19,0.29,4.3,0.045,33,0.99658,3.18,0.42,9.3,93,1
6.6,0.39,0.39,11.9,0.057,51,0.99851,3.26,0.51,8.9,170,1
5.9,0.33,0.32,8.1,0.038,9,0.9911,3.22,0.36,12.7,25,2
7.8,0.17,0.5,1.3,0.045,35,0.9904,3.16,0.4,12,105,1
5.5,0.19,0.27,0.9,0.04,52,0.99026,3.5,0.39,11.2,51,0
6.2,0.23,0.36,17.2,0.039,37,0.99946,3.23,0.43,8.8,93,1
6.2,0.23,0.36,17.2,0.039,37,0.99946,3.23,0.43,8.8,93,1
6.2,0.23,0.36,17.2,0.039,37,0.99946,3.23,0.43,8.8,93,1
7.2,0.32,0.4,8.7,0.038,45,0.99568,3.2,0.47,10.4,109,1
6.2,0.23,0.36,17.2,0.039,37,0.99946,3.23,0.43,8.8,93,1
7.2,0.32,0.4,8.7,0.038,45,0.99568,3.2,0.47,10.4,109,1
5.8,0.39,0.47,7.5,0.027,12,0.9907,3.38,0.45,14,76,1
6.2,0.23,0.36,17.2,0.039,37,0.99946,3.23,0.43,8.8,93,1
5.8,0.29,0.33,3.7,0.029,30,0.98994,3.25,0.42,12.3,58,1
7.2,0.4,0.38,2.2,0.03,40,0.99075,3.27,0.46,12.6,69,1
6.8,0.39,0.34,7.4,0.02,38,0.99212,3.18,0.44,12,95,2
6.1,0.17,0.42,15.1,0.033,28,0.99684,2.87,0.47,9.5,96,0
6.8,0.39,0.34,7.4,0.02,38,0.99212,3.18,0.44,12,95,2
7.1,0.36,0.37,4.8,0.019,39,0.99036,3.08,0.49,12.7,75,2
6.9,0.19,0.32,7.9,0.042,30,0.99456,3.4,0.39,10.5,100,1
6.5,0.34,0.46,1,0.023,6,0.98865,3.15,0.54,12.9,74,1
6.1,0.17,0.42,15.1,0.033,28,0.99684,2.87,0.47,9.5,96,0
6.8,0.39,0.34,7.4,0.02,38,0.99212,3.18,0.44,12,95,2
7.1,0.36,0.37,4.8,0.019,39,0.99036,3.08,0.49,12.7,75,2
7.8,0.3,0.36,4.6,0.024,20,0.99222,3.06,0.66,11.9,178,1
5.2,0.34,0.37,6.2,0.031,42,0.99076,3.25,0.41,12.5,91,1
5.6,0.28,0.4,6.1,0.034,36,0.99144,3.21,0.43,12.1,82,2
6.2,0.19,0.38,5.1,0.019,22,0.98961,3.05,0.36,12.5,60,1
5.7,0.16,0.26,6.3,0.043,28,0.9936,3.06,0.58,9.9,85,1
7.6,0.17,0.46,0.9,0.036,63,0.99126,3.02,0.41,10.7,84,1
7.3,0.2,0.39,2.3,0.048,24,0.99044,2.94,0.35,12,63,1
6.7,0.33,0.36,6.6,0.042,34,0.99123,2.97,0.31,12.2,82,2
6.7,0.33,0.34,7.5,0.036,39,0.99123,2.99,0.32,12.4,85,2
6.9,0.36,0.35,8.6,0.038,37,0.9916,3,0.32,12.4,88,2
7.8,0.21,0.34,11.9,0.039,55,0.9959,3.02,0.31,10.3,85,1
7.3,0.2,0.39,2.3,0.048,24,0.99044,2.94,0.35,12,63,1
5.6,0.41,0.22,7.1,0.05,44,0.9931,3.3,0.4,10.5,110,0
7.6,0.15,0.35,4.3,0.051,23,0.99422,3.1,0.44,9.5,75,1
8.5,0.2,0.4,1.1,0.046,31,0.99194,3,0.35,10.5,75,0
6.5,0.24,0.38,1,0.027,31,0.98926,3.24,0.36,12.3,59,1
8.3,0.16,0.37,7.9,0.025,38,0.99306,2.93,0.37,11.9,69,1
5.5,0.12,0.33,1,0.038,23,0.99164,3.25,0.45,9.8,108,0
6.5,0.24,0.38,1,0.027,31,0.98926,3.24,0.36,12.3,59,1
6.2,0.1,0.41,1,0.04,17,0.98988,3.14,0.56,11.4,59,2
6.5,0.21,0.4,7.3,0.041,49,0.99268,3.21,0.43,11,66,1
6.7,0.18,0.37,1.3,0.027,42,0.98939,3.24,0.37,12.8,83,2
7,0.17,0.36,6.4,0.055,42,0.99318,3.11,0.5,11,81,2
6.6,0.19,0.33,1.8,0.035,42,0.99196,3.15,0.36,10.2,106,0
5.8,0.28,0.3,1.5,0.026,31,0.98952,3.32,0.6,12.5,83,2
7.6,0.24,0.44,3.8,0.037,49,0.9911,3.06,0.37,11.6,97,1
8.3,0.16,0.37,7.9,0.025,38,0.99306,2.93,0.37,11.9,69,1
5.5,0.12,0.33,1,0.038,23,0.99164,3.25,0.45,9.8,108,0
5.7,0.16,0.32,1.2,0.036,7,0.99111,3.26,0.48,11,82,0
7,0.21,0.42,5.3,0.037,36,0.99321,3.14,0.52,10.9,87,1
6.4,0.22,0.38,9.1,0.044,35,0.99326,2.97,0.3,11,92,2
7.9,0.34,0.44,6.5,0.027,47,0.99124,2.96,0.37,12.5,79,1
6.4,0.22,0.38,9.1,0.044,35,0.99326,2.97,0.3,11,92,2
6.8,0.21,0.4,6.3,0.032,40,0.99214,3.18,0.53,12,81,2
5.2,0.31,0.36,5.1,0.031,46,0.9897,3.14,0.31,12.4,99,2
7.9,0.34,0.44,6.5,0.027,47,0.99124,2.96,0.37,12.5,79,1
5.6,0.42,0.34,2.4,0.022,34,0.98915,3.22,0.38,12.8,63,2
6.4,0.22,0.38,9.1,0.044,35,0.99326,2.97,0.3,11,92,2
6.8,0.28,0.34,7.5,0.035,34,0.99692,3.33,0.43,9.1,143,0
6.8,0.45,0.36,5,0.033,28,0.991,3.11,0.4,12.4,128,2
6.8,0.25,0.24,1.6,0.045,39,0.99402,3.53,0.58,10.8,125,0
6.4,0.21,0.34,16.05,0.04,56,0.99678,3.11,0.38,10.6,86,0
5.8,0.33,0.23,5,0.053,29,0.99458,3.13,0.52,9,77,0
8.2,0.3,0.44,12.4,0.043,52,0.99452,3.04,0.33,12,102,1
6.4,0.24,0.32,0.95,0.041,23,0.99033,3.25,0.35,11.8,108,0
7.5,0.18,0.45,4.6,0.041,67,0.9927,3.01,0.38,10.6,91,1
5.2,0.335,0.2,1.7,0.033,17,0.99002,3.34,0.48,12.3,57,1
7.2,0.13,0.46,1.3,0.044,48,0.99127,2.97,0.45,11.1,63,0
5.8,0.33,0.23,5,0.053,29,0.99458,3.13,0.52,9,77,0
6.2,0.35,0.31,2.6,0.036,37,0.98938,3.27,0.53,12.8,55,2
6.6,0.24,0.38,12.75,0.034,8,0.99386,3.1,0.57,12.9,66,1
6.6,0.16,0.34,1.1,0.037,41,0.9899,3.01,0.68,12,74,1
8.2,0.3,0.44,12.4,0.043,52,0.99452,3.04,0.33,12,102,1
5.7,0.15,0.28,3.7,0.045,57,0.9913,3.22,0.27,11.2,94,1
6.6,0.33,0.4,2.65,0.041,35,0.98916,3.11,0.39,13.3,51,2
5.7,0.2,0.3,2.5,0.046,38,0.99276,3.34,0.5,9.9,87,1
6.8,0.27,0.37,8.2,0.055,52,0.99586,3.11,0.52,9.5,140,1
6.8,0.27,0.42,7.3,0.054,58,0.99556,3.12,0.49,9.4,142,1
6.2,0.2,0.26,1.1,0.047,42,0.99158,3.48,0.6,11,77,2
6.7,0.13,0.57,6.6,0.056,60,0.99548,2.96,0.43,9.4,90,1
6.7,0.31,0.32,14.5,0.038,6,0.99412,3.14,0.34,12.5,73,0
6.2,0.2,0.29,11.8,0.035,21,0.99364,3.18,0.34,11.9,72,1
6.6,0.25,0.34,3,0.054,22,0.99338,3.26,0.47,10.4,119,1
5.7,0.15,0.28,3.7,0.045,57,0.9913,3.22,0.27,11.2,94,1
6.9,0.22,0.39,6,0.035,44,0.99123,3.11,0.33,12.5,97,1
6.4,0.23,0.35,4.6,0.039,43,0.99216,3.18,0.4,11,104,2
7.6,0.27,0.29,2.5,0.059,37,0.99328,3.09,0.37,9.8,78,0
6.6,0.34,0.24,3.3,0.034,29,0.99031,3.1,0.4,12.3,70,2
6.4,0.16,0.42,1,0.036,29,0.9908,3.18,0.52,11,84,1
5.8,0.3,0.42,1.1,0.036,19,0.98871,3.1,0.46,12.6,94,2
7,0.29,0.35,1.4,0.036,42,0.99119,3.31,0.62,11.6,67,1
6.6,0.34,0.24,3.3,0.034,29,0.99031,3.1,0.4,12.3,70,2
6.7,0.21,0.36,8.55,0.02,20,0.99146,3.19,0.22,13.4,66,2
7.6,0.27,0.29,2.5,0.059,37,0.99328,3.09,0.37,9.8,78,0
6.8,0.22,0.41,6.7,0.034,39,0.99245,3.18,0.46,11.5,77,1
7.7,0.27,0.49,3.8,0.037,46,0.99116,3.04,0.38,11.6,93,1
6.4,0.25,0.37,4.5,0.039,41,0.9921,3.18,0.4,11.1,106,2
6.4,0.23,0.35,4.6,0.039,43,0.99216,3.18,0.4,11,104,2
6.7,0.13,0.45,4.2,0.043,52,0.99162,3.06,0.54,11.3,79,1
6.7,0.24,0.37,11.3,0.043,64,0.99632,3.08,0.53,9.9,109,1
7.1,0.26,0.37,5.5,0.025,31,0.99082,3.06,0.33,12.6,74,2
5.3,0.3,0.16,4.2,0.029,37,0.9905,3.3,0.36,11.8,63,2
7.1,0.38,0.4,2.2,0.042,54,0.99177,3.03,0.5,11.4,147,0
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
7.4,0.19,0.31,14.5,0.045,39,0.9986,3.1,0.5,9.2,154,1
6.3,0.32,0.32,1.5,0.03,24,0.98923,3.21,0.42,13,77,0
7.6,0.19,0.32,18.75,0.047,32,1.00014,3.1,0.5,9.3,161,2
6.5,0.26,0.31,3.6,0.03,36,0.99026,3.22,0.62,12.6,56,2
5.9,0.24,0.12,1.4,0.035,60,0.99358,3.34,0.44,9.6,187,1
8.1,0.24,0.32,10.5,0.03,34,0.99407,3.11,0.42,11.8,71,1
5.8,0.23,0.2,2,0.043,39,0.99226,3.21,0.39,10.2,115,1
7.5,0.33,0.36,2.6,0.051,26,0.99097,3.32,0.53,12.7,100,1
6.6,0.38,0.36,9.2,0.061,42,0.9976,3.31,0.56,9.4,172,0
6.4,0.15,0.29,1.8,0.044,21,0.99166,3.1,0.38,10.2,94,0
6.5,0.32,0.34,5.7,0.044,27,0.99184,3.28,0.6,12,64,2
7.5,0.22,0.32,2.4,0.045,29,0.99135,3.08,0.6,11.3,71,2
6.4,0.23,0.32,1.9,0.038,40,0.99074,3.32,0.53,11.8,78,2
6.1,0.22,0.31,1.4,0.039,40,0.99193,3.45,0.59,10.9,89,0
6.6,0.23,0.3,4.6,0.06,29,0.99142,3.23,0.49,12.2,125,2
6.4,0.16,0.25,1.4,0.057,21,0.99091,3.23,0.44,11.1,104,2
6.6,0.38,0.36,9.2,0.061,42,0.9976,3.31,0.56,9.4,172,0
7.4,0.16,0.32,1.4,0.065,23,0.99134,3.06,0.47,11.4,117,1
6.4,0.15,0.29,1.8,0.044,21,0.99166,3.1,0.38,10.2,94,0
6.5,0.32,0.3,2.3,0.051,20,0.98964,3.13,0.52,12.8,107,1
6.7,0.12,0.36,2.3,0.039,43,0.99229,3.07,0.67,10.1,82,2
8,0.34,0.25,6.4,0.035,38,0.99148,2.91,0.23,12.2,65,1
6.8,0.21,0.31,2.9,0.046,40,0.9913,3.07,0.65,10.9,81,2
6.8,0.23,0.31,2.8,0.047,40,0.99126,3.06,0.64,10.9,82,2
6.8,0.21,0.31,2.9,0.046,40,0.9913,3.07,0.65,10.9,81,2
6.6,0.28,0.42,8.2,0.044,60,0.99562,3.14,0.48,9.4,136,0
7.8,0.25,0.37,1,0.043,10,0.99128,3.08,0.38,11.4,70,0
5.6,0.12,0.33,2.9,0.044,21,0.98896,3.17,0.32,12.9,52,2
6.6,0.28,0.41,7,0.046,59,0.99558,3.14,0.48,9.4,135,0
6.8,0.17,0.35,1.8,0.04,29,0.98961,2.91,0.57,12,55,2
7.3,0.25,0.28,1.5,0.043,19,0.99338,3.38,0.56,10.1,94,1
6.6,0.28,0.41,7,0.046,59,0.99558,3.14,0.48,9.4,135,0
6.6,0.28,0.42,8.2,0.044,60,0.99562,3.14,0.48,9.4,136,0
6.5,0.25,0.5,7.6,0.047,54,0.99572,3.17,0.45,9.2,130,0
6.3,0.24,0.35,2.3,0.039,43,0.99056,3.34,0.44,11.8,66,1
6.8,0.32,0.32,8.7,0.029,31,0.99146,3,0.34,12.3,74,2
7.8,0.25,0.37,1,0.043,10,0.99128,3.08,0.38,11.4,70,0
5.6,0.12,0.33,2.9,0.044,21,0.98896,3.17,0.32,12.9,52,2
6.6,0.24,0.28,6.7,0.032,26,0.99172,3.13,0.32,12.3,65,1
6.3,0.22,0.34,5,0.032,36,0.99012,3.27,0.36,13.5,57,2
6,0.32,0.3,1.9,0.033,41,0.98912,3.29,0.42,12.8,101,2
6.3,0.19,0.29,2,0.022,33,0.98902,3.04,0.54,12.8,63,2
6,0.32,0.3,1.9,0.033,41,0.98912,3.29,0.42,12.8,101,2
6.4,0.35,0.28,12.6,0.039,19,0.99539,3.2,0.43,10.6,105,1
6.7,0.46,0.27,5.2,0.039,35,0.99129,3.16,0.44,12.4,61,2
6.3,0.3,0.29,2.1,0.048,33,0.98956,3.22,0.46,12.9,109,2
6,0.19,0.29,1.1,0.047,67,0.9916,3.54,0.59,11.1,85,2
5.9,0.24,0.28,1.3,0.032,36,0.98889,3.08,0.64,12.9,59,2
7.3,0.145,0.33,1.1,0.042,14,0.99012,3.1,0.37,11.8,50,2
6.6,0.435,0.38,9.2,0.058,66,0.99833,3.23,0.54,9.1,177,1
5.8,0.18,0.37,1.2,0.036,19,0.98853,3.09,0.49,12.7,55,2
5.8,0.18,0.37,1.1,0.036,31,0.98942,3.16,0.48,12,65,1
5.6,0.32,0.32,8.3,0.043,32,0.99266,3.24,0.47,11.2,73,1
6.6,0.16,0.35,1.8,0.042,26,0.98962,3.19,0.75,12.4,79,2
5.1,0.21,0.28,1.4,0.047,48,0.99168,3.5,0.49,10.4,100,0
7.5,0.29,0.36,15.7,0.05,29,0.9968,3.06,0.54,10.4,95,0
6,0.26,0.33,4.35,0.04,15,0.98934,3.29,0.5,12.7,65,1
5.7,0.26,0.3,1.8,0.039,30,0.98995,3.48,0.52,12.5,75,2
7.1,0.17,0.31,1.6,0.037,15,0.991,3.14,0.5,12,88,1
6.9,0.17,0.3,2,0.047,13,0.99152,3.16,0.51,11.6,104,1
6.8,0.25,0.28,5,0.035,42,0.99048,3.12,0.38,12.6,84,2
6.6,0.17,0.28,1.8,0.042,62,0.99204,3.15,0.42,10.2,116,0
5.8,0.17,0.36,1.3,0.036,11,0.99202,3.43,0.68,10.4,59,2
6.4,0.24,0.29,1,0.038,18,0.9906,3.3,0.42,11.5,104,0
6.7,0.21,0.34,1.4,0.049,36,0.99091,3.02,0.5,11,76,1
6.7,0.23,0.33,8.1,0.048,45,0.99472,3.11,0.52,10.1,131,1
6.8,0.23,0.32,8.6,0.046,47,0.99452,3.08,0.52,10.5,112,1
6.5,0.22,0.28,3.7,0.059,29,0.99177,3.23,0.41,12.1,122,2
5.1,0.165,0.22,5.7,0.047,42,0.9934,3.18,0.55,9.9,104,1
6.6,0.425,0.25,2.35,0.034,23,0.99082,3.05,0.41,11.4,64,1
6.9,0.38,0.29,13.65,0.048,52,0.99784,3,0.6,9.5,137,1
6.9,0.38,0.29,13.65,0.048,52,0.99784,3,0.6,9.5,137,1
6.9,0.38,0.29,13.65,0.048,52,0.99784,3,0.6,9.5,137,1
7.2,0.27,0.28,15.2,0.046,6,0.99665,3.17,0.39,10.9,35,1
7.6,0.17,0.27,4.6,0.05,23,0.99422,3.08,0.47,9.5,75,1
6.2,0.3,0.31,1.2,0.048,19,0.98999,3.32,0.54,12.6,106,1
7.6,0.17,0.27,4.6,0.05,23,0.99422,3.08,0.47,9.5,75,1
6.5,0.26,0.32,6.65,0.059,34,0.99254,3.18,0.42,11.1,70,0
6.9,0.36,0.28,13.55,0.048,51,0.99782,3,0.6,9.5,138,2
6.9,0.38,0.29,13.65,0.048,52,0.99784,3,0.6,9.5,137,1
6.8,0.18,0.24,9.8,0.058,64,0.9952,3.13,0.51,10.6,124,1
6.7,0.18,0.24,10.3,0.057,64,0.99519,3.12,0.5,10.6,121,1
6.6,0.16,0.21,6.7,0.055,43,0.99384,3.15,0.52,10.8,114,1
7.2,0.27,0.28,15.2,0.046,6,0.99665,3.17,0.39,10.9,35,1
6.4,0.17,0.27,9.9,0.047,26,0.99596,3.34,0.5,9.9,75,1
7.2,0.22,0.28,7.2,0.06,41,0.9935,3.08,0.59,11.3,91,1
6,0.22,0.28,1.1,0.034,47,0.98862,3.22,0.38,12.6,43,1
6.7,0.36,0.28,8.3,0.034,29,0.99151,2.96,0.39,12.5,52,1
6.5,0.43,0.28,11.25,0.032,31,0.9922,3.02,0.38,12.4,56,1
5.9,0.2,0.28,12.8,0.038,29,0.99426,3.31,0.57,11.8,103,2
5.3,0.32,0.23,9.65,0.026,26,0.99168,3.18,0.53,12.2,93,1
6.8,0.2,0.28,12.6,0.048,54,0.99556,3.19,0.37,10.7,82,1
6,0.22,0.33,12.2,0.033,25,0.99356,3.17,0.42,11.3,72,2
6.7,0.36,0.28,8.3,0.034,29,0.99151,2.96,0.39,12.5,52,1
6.5,0.43,0.28,11.25,0.032,31,0.9922,3.02,0.38,12.4,56,1
7.1,0.18,0.49,1.3,0.033,12,0.99072,3.05,0.53,11.3,60,2
6.4,0.17,0.27,9.9,0.047,26,0.99596,3.34,0.5,9.9,75,1
7.2,0.22,0.28,7.2,0.06,41,0.9935,3.08,0.59,11.3,91,1
6,0.22,0.28,1.1,0.034,47,0.98862,3.22,0.38,12.6,43,1
6,0.2,0.26,1.1,0.033,38,0.98954,3.14,0.38,11.5,29,1
7.6,0.2,0.26,4.8,0.033,26,0.99076,2.98,0.49,12.3,50,2
6.2,0.3,0.21,1.1,0.032,31,0.9889,2.97,0.42,12.2,80,1
6,0.29,0.25,1.4,0.033,30,0.98794,3.08,0.43,13.2,84,1
6.6,0.18,0.28,1.7,0.041,53,0.99207,3.13,0.45,10.2,108,1
7,0.22,0.28,10.6,0.039,32,0.99355,3.05,0.55,11.5,85,2
6,0.29,0.25,1.4,0.033,30,0.98794,3.08,0.43,13.2,84,1
6.2,0.3,0.21,1.1,0.032,31,0.9889,2.97,0.42,12.2,80,1
5.6,0.15,0.26,5.55,0.051,51,0.99336,3.47,0.5,11,88,1
6.9,0.28,0.24,2.1,0.034,49,0.98882,2.98,0.43,13.2,72,2
5.9,0.19,0.21,1.7,0.045,57,0.99341,3.32,0.44,9.5,78,0
7.8,0.22,0.26,9,0.047,38,0.997,3.25,0.53,10.2,94,1
6.6,0.18,0.28,1.7,0.041,53,0.99207,3.13,0.45,10.2,108,1
7,0.4,0.25,1.8,0.05,51,0.99174,3,0.55,11.4,138,1
6.1,0.28,0.27,4.7,0.03,56,0.99042,3.16,0.42,12.5,84,2
6.5,0.28,0.34,3.6,0.04,29,0.99111,3.28,0.48,12.1,92,2
6.9,0.19,0.35,6.9,0.045,51,0.9933,3.1,0.44,10.7,74,2
6.5,0.28,0.34,3.6,0.04,29,0.99111,3.28,0.48,12.1,92,2
6.4,0.22,0.32,4.9,0.046,50,0.99316,3.38,0.55,11.2,106,1
6.8,0.23,0.3,6.95,0.044,42,0.9946,3.25,0.56,10.6,137,1
6.4,0.32,0.31,1.9,0.037,34,0.99,3.06,0.45,11.8,92,1
6.1,0.28,0.27,4.7,0.03,56,0.99042,3.16,0.42,12.5,84,2
6.6,0.24,0.3,11.3,0.026,11,0.99381,3.13,0.55,12.8,66,2
6.9,0.29,0.3,8.2,0.026,35,0.99144,3,0.37,12.3,77,1
6.9,0.28,0.3,8.3,0.026,37,0.99139,2.99,0.38,12.3,76,2
6.7,0.38,0.26,9.55,0.036,35,0.9919,2.98,0.37,12.4,56,1
8,0.28,0.3,8.4,0.03,35,0.99192,2.93,0.42,12.3,80,1
6.5,0.25,0.45,7.8,0.048,52,0.99576,3.2,0.53,9.1,136,0
6.6,0.26,0.46,7.8,0.047,48,0.9958,3.2,0.54,9.1,138,0
7.4,0.29,0.28,10.2,0.032,43,0.9951,3.1,0.47,10.6,95,1
6.3,0.19,0.29,5.5,0.042,44,0.99304,3.19,0.47,10.3,145,1
6.1,0.33,0.32,7.8,0.052,52,0.99657,3.39,0.65,9.5,131,0
5.6,0.32,0.33,7.4,0.037,25,0.99268,3.25,0.49,11.1,70,1
7.7,0.46,0.18,3.3,0.054,18,0.99392,3.12,0.51,10.8,125,1
8.8,0.19,0.3,5,0.028,34,0.99242,2.94,0.47,11.2,86,0
7.7,0.46,0.18,3.3,0.054,18,0.99392,3.12,0.51,10.8,125,1
8.8,0.27,0.25,5,0.024,52,0.9925,2.87,0.49,11.4,47,0
5.8,0.18,0.28,1.3,0.034,9,0.99092,3.21,0.52,11.2,85,1
5.8,0.15,0.32,1.2,0.037,14,0.99137,3.19,0.5,10.2,105,1
5.6,0.32,0.33,7.4,0.037,25,0.99268,3.25,0.49,11.1,70,1
6.1,0.33,0.32,7.8,0.052,52,0.99657,3.39,0.65,9.5,131,0
7.1,0.32,0.3,9.9,0.041,63,0.99642,3.12,0.49,10.2,129,1
6.2,0.23,0.35,0.7,0.051,24,0.9916,3.37,0.43,11,87,0
6,0.14,0.17,5.6,0.036,37,0.99373,3.05,0.57,9.8,90,1
6.8,0.24,0.29,9.5,0.042,56,0.99586,3.11,0.51,10.1,101,1
6.7,0.21,0.48,14.8,0.05,31,0.99942,2.95,0.75,8.8,164,1
6.1,0.3,0.3,2.1,0.031,50,0.9895,3.39,0.43,12.7,113,2
7.2,0.37,0.4,11.6,0.032,34,0.9963,3.1,0.51,9.8,180,1
7.2,0.37,0.4,11.6,0.032,34,0.9963,3.1,0.51,9.8,180,1
6.1,0.3,0.3,2.1,0.031,50,0.9895,3.39,0.43,12.7,113,2
7.6,0.28,0.49,20.15,0.06,30,1.00196,3.01,0.44,8.5,115,0
6.3,0.29,0.28,4.7,0.059,28,0.99036,3.24,0.56,12.7,53,2
6.2,0.28,0.28,4.3,0.026,22,0.989,2.98,0.64,13.1,83,2
6.4,0.32,0.27,4.9,0.034,18,0.9916,3.36,0.71,12.5,104,1
5.8,0.24,0.26,10.05,0.039,63,0.99375,3.33,0.5,11.2,99,1
6.4,0.32,0.27,4.9,0.034,18,0.9916,3.36,0.71,12.5,104,1
7.8,0.29,0.29,3.15,0.044,41,0.99153,3.24,0.35,11.5,76,0
6.2,0.255,0.27,1.3,0.037,30,0.98834,3.05,0.59,12.9,56,2
6.5,0.24,0.28,1.1,0.034,26,0.98928,3.25,0.33,12.3,57,1
6.7,0.4,0.22,8.8,0.052,24,0.99576,3.22,0.45,9.4,89,0
6.7,0.3,0.44,18.5,0.057,65,0.99956,3.11,0.53,9.1,159,0
6.7,0.4,0.22,8.8,0.052,24,0.99576,3.22,0.45,9.4,89,0
6.8,0.17,0.32,1.4,0.04,35,0.99026,3.16,0.66,12,71,0
7.1,0.25,0.28,1.2,0.04,31,0.99174,3.18,0.53,11.1,80,0
5.9,0.27,0.27,5,0.035,14,0.99058,3.1,0.33,11.8,83,2
6,0.16,0.22,1.6,0.042,36,0.9905,3.24,0.32,11.4,70,1
6.7,0.3,0.44,18.75,0.057,65,0.99956,3.11,0.53,9.1,159,0
6.6,0.15,0.32,6,0.033,59,0.99192,3.19,0.71,12.1,69,2
7.3,0.34,0.3,9.4,0.057,34,0.99554,3.15,0.44,10.4,144,1
6,0.17,0.29,9.7,0.044,33,0.99536,3.12,0.36,9.2,65,1
6.7,0.47,0.29,4.75,0.034,29,0.99056,3.29,0.46,13,105,2
6.6,0.15,0.32,6,0.033,59,0.99192,3.19,0.71,12.1,69,2
6.6,0.21,0.29,5.35,0.029,43,0.99112,2.93,0.43,11.5,63,2
6.6,0.21,0.29,5.35,0.029,43,0.99112,2.93,0.43,11.5,63,2
8,0.24,0.48,6.8,0.047,13,0.99616,3.23,0.7,10,121,0
5.6,0.34,0.3,6.9,0.038,23,0.99266,3.25,0.49,11.1,66,1
7.3,0.23,0.24,0.9,0.031,29,0.98926,2.9,0.38,12.2,57,1
6,0.39,0.13,1.2,0.042,60,0.99114,3.06,0.52,10.6,112,0
6.1,0.105,0.31,1.3,0.037,55,0.9912,3.41,0.41,11.1,90,2
7.6,0.22,0.28,12,0.056,68,0.9983,2.99,0.3,9.2,75,1
6.8,0.19,0.4,9.85,0.055,41,0.99532,2.98,0.56,10.5,62,1
6.8,0.17,0.34,2,0.04,38,0.99,3.24,0.45,12.9,73,1
6.2,0.3,0.31,1.6,0.035,40,0.98914,3.26,0.39,12.9,66,2
6.9,0.29,0.41,7.8,0.046,52,0.99537,3.12,0.51,9.6,119,0
6.8,0.19,0.34,1.9,0.04,41,0.99,3.25,0.45,12.9,67,1
6.8,0.17,0.34,2,0.04,38,0.99,3.24,0.45,12.9,73,1
6.6,0.24,0.27,10.3,0.047,54,0.99742,3.04,0.45,8.8,165,0
6.6,0.16,0.36,1.1,0.031,27,0.98884,3.23,0.34,13.2,66,2
7.6,0.22,0.28,12,0.056,68,0.9983,2.99,0.3,9.2,75,1
6.8,0.19,0.4,9.85,0.055,41,0.99532,2.98,0.56,10.5,62,1
6.7,0.16,0.36,2,0.045,24,0.99284,3.3,0.59,10.5,107,1
6.5,0.3,0.27,4,0.038,37,0.99026,3.2,0.6,12.6,60,2
6.5,0.22,0.19,1.1,0.064,36,0.99297,3.05,0.5,9.5,155,1
6.2,0.36,0.45,10.4,0.06,22,0.99711,3.31,0.56,9.8,162,1
6.2,0.37,0.24,6.1,0.032,19,0.98934,3.04,0.26,13.4,67,2
7.6,0.31,0.24,1.8,0.037,39,0.9913,3.05,0.44,11.8,111,2
6.2,0.36,0.45,10.4,0.06,22,0.99711,3.31,0.56,9.8,162,1
5.9,0.32,0.28,4.7,0.039,34,0.98964,3.22,0.57,13.1,60,2
6.5,0.3,0.27,4,0.038,37,0.99026,3.2,0.6,12.6,60,2
5.8,0.22,0.3,1.1,0.047,36,0.992,3.26,0.45,10.4,95,0
5.4,0.45,0.27,6.4,0.033,20,0.98944,3.22,0.27,13.4,82,2
6.1,0.36,0.26,8.15,0.035,14,0.99031,3.06,0.27,13,74,2
6.2,0.37,0.24,6.1,0.032,19,0.98934,3.04,0.26,13.4,67,2
7.5,0.21,0.32,4.8,0.056,39,0.99393,3.11,0.52,10.2,74,2
6.9,0.28,0.33,1.2,0.039,16,0.9904,3.07,0.39,11.7,82,1
6.5,0.22,0.19,1.1,0.064,36,0.99297,3.05,0.5,9.5,155,1
